id,storeId,category,sub_category,name,brand,quantity,quantity_value,quantity_unit,quantity_items,quantity_total,primaryPrice,primaryPriceUnit,secondaryPrice,secondaryPriceUnit
9872,1,Beleza e Higiene,Cuidados com o Corpo,corretor fit fair,maybelline new york,emb. 1 un,1.0,un,1,1.0,7.49,un,7.49,un
9873,1,Bio Eco e Saudável,Sem Lactose,manteiga sal lactose,primor,emb. 125 gr,125.0,g,1,125.0,2.09,un,16.72,kg
9876,1,Bio Eco e Saudável,Sem Lactose,iogurte liquido proteina banana lactose,ehrmann,emb. 250 ml,250.0,ml,1,250.0,1.79,un,7.16,lt
9877,1,Bio Eco e Saudável,Sem Lactose,iogurte probiotico pessego cenoura sementes millet quinoa vermelha girassol lactose,mimosa,emb. 460 gr (4 un),115.0,g,4,460.0,2.09,un,4.54,kg
9883,1,Bio Eco e Saudável,Sem Lactose,leite gordo infantil lactose 3a,mimosa,emb. 1 lt,1000.0,ml,1,1000.0,1.88,un,1.88,lt
9884,1,Bio Eco e Saudável,Sem Lactose,bebida leite livre gordo lactose,matinal,emb. 1 lt,1000.0,ml,1,1000.0,1.49,un,1.49,lt
9888,1,Bio Eco e Saudável,Sem Lactose,iogurte natural lactose,continente equilíbrio,emb. 500 gr (4 un),125.0,g,4,500.0,1.28,un,2.56,kg
9890,1,Bio Eco e Saudável,Sem Lactose,natas bater lactose,parmalat,emb. 200 ml,200.0,ml,1,200.0,1.39,un,6.95,lt
9892,1,Bio Eco e Saudável,Sem Lactose,queijo ralado lactose,quinta da serra,emb. 150 gr,150.0,g,1,150.0,1.99,un,13.27,kg
9893,1,Bio Eco e Saudável,Sem Lactose,queijo flamengo lactose proteina,terra nostra,emb. 180 gr,180.0,g,1,180.0,2.79,un,15.5,kg
9897,1,Bio Eco e Saudável,Sem Lactose,iogurte pedacos frutos vermelhos lactose,continente,emb. 500 gr (4 un),125.0,g,4,500.0,1.99,un,3.98,kg
9898,1,Bio Eco e Saudável,Sem Lactose,sorbet limao lactose,continente,emb. 1 lt,1000.0,ml,1,1000.0,2.49,un,2.49,lt
9905,1,Bio Eco e Saudável,Sem Lactose,leite lactose,continente,emb. 3 x 200 ml,200.0,ml,3,600.0,1.29,un,2.15,lt
9910,1,Limpeza,Inseticidas,inseticida eletrico recarga melgas mosquitos protecao plus,raid,60 noites,1.0,un,1,1.0,6.59,un,6.59,un
9912,1,Limpeza,Inseticidas,inseticida armadilha led recarga insetos voadores,raid,emb. 2 un,1.0,un,1,1.0,5.99,un,5.99,un
9914,1,Limpeza,Inseticidas,inseticida spray exteriores,continente,emb. 500 ml,500.0,ml,1,500.0,2.99,un,5.98,lt
9917,1,Limpeza,Inseticidas,inseticida spray antivespas,continente,emb. 400 ml,400.0,ml,1,400.0,3.79,un,9.48,lt
9918,1,Limpeza,Inseticidas,ambientador vela citronela,continente,emb. 1 un,1.0,un,1,1.0,2.99,un,2.99,un
9923,1,Limpeza,Inseticidas,inseticida liquido,vebi,emb. 400 ml,400.0,ml,1,400.0,4.99,un,4.99,un
9924,1,Limpeza,Inseticidas,inseticida eletrico melgas mosquitos recarga,dum dum,45 noites,1.0,un,1,1.0,5.46,un,5.46,un
9930,1,Limpeza,Inseticidas,desumidificador inodoro,humydry,emb. 1 kg,1000.0,g,1,1000.0,12.49,un,12.49,kg
9931,1,Beleza e Higiene,Banho e Higiene,pasta dentes multiprotection branqueadora,sensodyne,emb. 75 ml,75.0,ml,1,75.0,5.29,un,70.53,lt
9933,1,Beleza e Higiene,Banho e Higiene,pastilhas limpeza aparelhos dentarios,polident,emb. 30 un,1.0,un,1,1.0,4.79,un,0.16,un
9938,1,Beleza e Higiene,Banho e Higiene,pasta dentes protecao completa halito fresco,aquafresh,emb. 75 ml,75.0,ml,1,75.0,1.99,un,26.53,lt
9946,1,Beleza e Higiene,Banho e Higiene,pasta dentes super branqueadora white ultimate,colgate,emb. 75 ml,75.0,ml,1,75.0,9.99,un,133.2,lt
9952,1,Beleza e Higiene,Banho e Higiene,pasta dentes fresh cristais refrescantes,colgate,emb. 75 ml,75.0,ml,1,75.0,3.09,un,41.2,lt
9959,1,Beleza e Higiene,Banho e Higiene,pasta dentes junior protecao total anos,colgate,emb. 2 x 50 ml,50.0,ml,2,100.0,4.89,un,48.9,lt
9970,1,Beleza e Higiene,Cuidados com o Corpo,eau parfum jaime,elode,emb. 100 ml,100.0,ml,1,100.0,9.99,un,99.9,lt
9973,1,Beleza e Higiene,Cuidados com o Corpo,perfume no81,caravan,emb. 150 ml,150.0,ml,1,150.0,12.99,un,86.6,lt
9974,1,Beleza e Higiene,Cuidados com o Corpo,eau parfum,caravan,emb. 150 ml,150.0,ml,1,150.0,12.99,un,86.6,lt
9977,1,Beleza e Higiene,Cuidados com o Corpo,eau parfum what girl wants,mylabel,emb. 100 ml,100.0,ml,1,100.0,13.99,un,139.9,lt
9978,1,Beleza e Higiene,Cuidados com o Corpo,coffret floral,mylabel,emb. 1 un,1.0,un,1,1.0,12.99,un,12.99,un
9988,1,Beleza e Higiene,Cuidados com o Corpo,coffret,naturaverde,emb. 1 un,1.0,un,1,1.0,10.74,un,10.74,un
9989,1,Beleza e Higiene,Cuidados com o Corpo,coffret,naturaverde,emb. 1 un,1.0,un,1,1.0,10.24,un,10.24,un
9994,1,Beleza e Higiene,Cuidados com o Corpo,eau parfum on the moon,mylabel,emb. 100 ml,100.0,ml,1,100.0,13.99,un,139.9,lt
10000,1,Beleza e Higiene,Cuidados com o Corpo,coffret banho cherry blossom,body collection,emb. 1 un,1.0,un,1,1.0,12.09,un,12.09,un
10004,1,Bebé,"Alimentação, Leites e Acessórios",saqueta fruta maca banana morango 12m,nestlé,emb. 110 gr,110.0,g,1,110.0,0.89,un,8.09,kg
10008,1,Bebé,"Alimentação, Leites e Acessórios",alimento lacteo morango gluten 6m,yogolino,emb. 4 x 100 gr,100.0,g,4,400.0,1.99,un,4.97,kg
10011,1,Bebé,"Alimentação, Leites e Acessórios",snack bebe ervilha queijo 8m,continente do bebé,emb. 20 gr,20.0,g,1,20.0,0.99,un,49.5,kg
10014,1,Bebé,"Alimentação, Leites e Acessórios",leite po crescimento pro 12m,nutribén,emb. 800 gr,800.0,g,1,800.0,15.87,un,19.84,kg
10021,1,Bebé,"Alimentação, Leites e Acessórios",redutor cadeira refeicao,happy bear,1 un,1.0,un,1,1.0,9.99,un,9.99,un
10026,1,Bebé,"Alimentação, Leites e Acessórios",flocos cereais mel 3a,continente,emb. 300 gr,300.0,g,1,300.0,1.99,un,6.63,kg
10029,1,Bebé,"Alimentação, Leites e Acessórios",refeicao bebe batata abobora peru 6m,nestlé,emb. 190 gr,190.0,g,1,190.0,1.49,un,7.84,kg
10035,1,Bebé,"Alimentação, Leites e Acessórios",alimento lacteo cereais bolacha 6m,yogolino,emb. 4 x 100 gr,100.0,g,4,400.0,1.99,un,4.97,kg
10037,1,Bebé,"Alimentação, Leites e Acessórios",bebida lactea infantil 3a,mimosa,emb. 4 x 200 ml,200.0,ml,4,800.0,1.88,un,2.35,lt
10040,1,Bebé,Fraldas e Toalhitas,fraldas protecao conforto t4,continente do bebé,emb. 50 un,1.0,un,1,1.0,8.49,un,0.17,un
10042,1,Bebé,Fraldas e Toalhitas,fraldas protecao t5,continente do bebé,emb. 44 un,1.0,un,1,1.0,6.69,un,0.15,un
10044,1,Bebé,Fraldas e Toalhitas,toalhitas bebe hidratacao,continente do bebé,emb. 72 un,1.0,un,1,1.0,1.19,un,0.02,un
10050,1,Bebé,Fraldas e Toalhitas,cuecas bons sonhos anos,continente,emb. 13 un,1.0,un,1,1.0,8.79,un,0.68,un
10062,1,Bebé,Fraldas e Toalhitas,fraldas ecologicas kg t5,kit&kin,emb. 28 un,1.0,un,1,1.0,12.39,un,0.44,un
10074,1,Bebé,Fraldas e Toalhitas,toalhitas bebe sensitive,nunex,emb. 20 un,1.0,un,1,1.0,0.58,un,0.03,un
10077,1,Bebé,Banho e Higiene,degrau mickey,disney,1,1.0,un,1,1.0,10.99,un,10.99,un
10078,1,Bebé,Banho e Higiene,esponja macia amarela,tigex,1 un,1.0,un,1,1.0,4.99,un,4.99,un
10081,1,Bebé,Banho e Higiene,termometro banho azul,happy bear,1 un,1.0,un,1,1.0,4.99,un,4.99,un
10083,1,Bebé,Banho e Higiene,muda fraldas madeira tsuga,twinko,1 un,1.0,un,1,1.0,118.15,un,118.15,un
10090,1,Bebé,Banho e Higiene,anel banho,bebeconfort,1 un,1.0,un,1,1.0,29.99,un,29.99,un
10100,1,Bebé,Banho e Higiene,muda fraldas comoda branca scandinave,twinko,1 un,1.0,un,1,1.0,39.09,un,39.09,un
10101,1,Bebé,Banho e Higiene,escova dentes bebe 0m,bebeconfort,1 un,1.0,un,1,1.0,4.99,un,4.99,un
10109,1,Bebé,Banho e Higiene,tapete banho patinhos antiderrapante,tigex,1 un,1.0,un,1,1.0,22.99,un,22.99,un
10111,1,Beleza e Higiene,Homem,desodorizante spray apollo dry,axe,emb. 150 ml,150.0,ml,1,150.0,3.59,un,23.93,lt
10112,1,Beleza e Higiene,Homem,champo anticaspa proexpert controla caspa persistente,h&s,emb. 300 ml,300.0,ml,1,300.0,5.19,un,17.3,lt
10113,1,Beleza e Higiene,Homem,champo anticaspa men power,nivea,emb. 250 ml,250.0,ml,1,250.0,2.69,un,10.76,lt
10118,1,Beleza e Higiene,Homem,creme rosto magnesium defense,l'oréal paris,emb. 50 ml,50.0,ml,1,50.0,7.49,un,149.8,lt
10123,1,Beleza e Higiene,Homem,gel banho men active clean,nivea,emb. 500 ml,500.0,ml,1,500.0,4.49,un,8.98,lt
10125,1,Beleza e Higiene,Homem,aftershave locao,old spice,emb. 100 ml,100.0,ml,1,100.0,6.98,un,69.8,lt
10128,1,Beleza e Higiene,Homem,desodorizante rollon men clean aluminio,dove,emb. 50 ml,50.0,ml,1,50.0,2.63,un,52.6,lt
10134,1,Beleza e Higiene,Homem,pensos incontinencia,lindor,emb. 14 un,1.0,un,1,1.0,8.29,un,0.59,un
10145,1,Beleza e Higiene,Homem,pensos incontinencia nivel,continente,emb. 10 un,1.0,un,1,1.0,1.95,un,0.2,un
10147,1,Bebé,Quarto de Bebé,cadeira lua,barbie,1 un,1.0,un,1,1.0,34.99,un,34.99,un
10149,1,Bebé,Quarto de Bebé,roupeiro portas 83x185x52cm girafa,twinko,1 un,1.0,un,1,1.0,381.65,un,381.65,un
10152,1,Bebé,Quarto de Bebé,conjunto mesa cadeiras madeira,stitch,1 un,1.0,un,1,1.0,79.99,un,79.99,un
10153,1,Bebé,Quarto de Bebé,colchao viagem bebe 60x120cm,ms,1 un,1.0,un,1,1.0,39.99,un,39.99,un
10158,1,Bebé,Quarto de Bebé,parque cinza adonis,bebeconfort,1 un,1.0,un,1,1.0,79.99,un,79.99,un
10163,1,Bebé,Quarto de Bebé,comoda 73x40x74cm branco naili,twinko,1 un,1.0,un,1,1.0,101.15,un,101.15,un
10168,1,Bebé,Quarto de Bebé,gavetao 119x62x17cm branco,twinko,1 un,1.0,un,1,1.0,55.24,un,55.24,un
10171,1,Bebé,Brinquedos e Livros,livro banho,vários autores,1,1.0,un,1,1.0,10.43,un,10.43,un
10172,1,Bebé,Brinquedos e Livros,teddy ursinho emocoes,chicco,1,1.0,un,1,1.0,32.99,un,32.99,un
10174,1,Bebé,Quarto de Bebé,cadeira lua,unicórnio,1 un,1.0,un,1,1.0,34.99,un,34.99,un
10176,1,Bebé,Brinquedos e Livros,baby dino comilao,baby clementoni,1,1.0,un,1,1.0,12.99,un,12.99,un
10188,1,Bebé,Quarto de Bebé,roupeiro portas gavetas 80x183x52cm,twinko,1 un,1.0,un,1,1.0,339.15,un,339.15,un
10196,1,Animais,Cão,snack cao mini meat frango,vitakraft,emb. 60 gr,60.0,g,1,60.0,3.49,un,58.17,kg
10197,1,Animais,Cão,lava chao cao gato,pet wash,emb. 2 lt,2000.0,ml,1,2000.0,4.59,un,2.3,lt
10217,1,Bebé,Brinquedos e Livros,livro magico banho agua,disney,1,1.0,un,1,1.0,6.32,un,6.32,un
10219,1,Bebé,Brinquedos e Livros,livro atividades,sónia sander,1,1.0,un,1,1.0,13.16,un,13.16,un
10220,1,Bebé,Brinquedos e Livros,tenda pop up unicorn,unicórnio,1 un,1.0,un,1,1.0,24.99,un,24.99,un
10226,1,Animais,Cão,snack cao adulto dental,continente,emb. 180 gr (7 un),25.714285714285715,g,7,180.0,1.59,un,8.83,kg
10229,1,Animais,Cão,snack cao adulto racas pequenas dental,continente,emb. 140 gr,140.0,g,1,140.0,1.79,un,12.79,kg
10230,1,Animais,Gato,snack gato stick mini salmao truta,vitakraft,emb. 3 un (18 gr),18.0,g,1,18.0,1.34,un,74.44,kg
10241,1,Bebé,Brinquedos e Livros,toca sente bebe hora dormir,dk,1,1.0,un,1,1.0,6.75,un,6.75,un
10249,1,Animais,Cão,racao cao mini weight peru arroz,purina one mini,emb. 800 gr,800.0,g,1,800.0,4.79,un,5.99,kg
10251,1,Animais,Gato,snack gato stick mini coelho,vitakraft,emb. 18 gr (3 un),6.0,g,3,18.0,1.34,un,74.44,kg
10258,1,Bebé,Brinquedos e Livros,comando jogos aprender brincar,fisher-price,1,1.0,un,1,1.0,14.99,un,14.99,un
10259,1,Bebé,Brinquedos e Livros,baby castelo divertido,baby clementoni,1,1.0,un,1,1.0,12.99,un,12.99,un
10269,1,Animais,Gato,comida humida gato adulto finos pedacos molho saquetas,purina gourmet perle,emb. 8 x 85 gr,85.0,g,8,680.0,4.98,un,7.32,kg
10272,1,Animais,Gato,comida humida gato pescada salmao,perfect fit,emb. 4 x 85 gr,85.0,g,4,340.0,3.99,un,11.74,kg
10276,1,Animais,Gato,comida humida gato adulto aves,whiskas,emb. 12 x 85 gr,85.0,g,12,1020.0,8.89,un,8.72,kg
10277,1,Animais,Gato,racao gato adulto coelho frango,purina friskies,emb. 2 kg,2000.0,g,1,2000.0,6.74,un,3.37,kg
10279,1,Animais,Gato,comida humida gato mousse ocean,continente seleção,emb. 85 gr,85.0,g,1,85.0,0.74,un,8.71,kg
10284,1,Animais,Gato,racao gato adulto esterilizado peru,purina friskies,"emb. 1,5 kg",1500.0,g,1,1500.0,7.85,un,5.23,kg
10290,1,Animais,Gato,snack gato junior adulto frango,catisfactions,emb. 60 gr,60.0,g,1,60.0,2.29,un,38.17,kg
10293,1,Produtos Frescos,Peixaria,posta abrotea higienizada congelada,filmar,quant. mínima = 150 gr,150.0,g,1,150.0,10.99,kg,1.65,un
10303,1,Produtos Frescos,Peixaria,posta peixe espada preto,continente,emb. 700 gr,700.0,g,1,700.0,8.99,un,12.84,kg
10312,1,Produtos Frescos,Peixaria,lombinhos salmao fumado,ubago,emb. 80 gr,80.0,g,1,80.0,6.89,un,86.13,kg
10319,1,Produtos Frescos,Peixaria,lombos salmao,iglo,2 un x 125 gr (250 gr),2.0,un,1,2.0,9.99,un,39.96,kg
10330,1,Produtos Frescos,Frutas,figo seco,os originais,emb. 250 gr,250.0,g,1,250.0,2.49,un,9.96,kg
10337,1,Produtos Frescos,Frutas,sementes chia biologicas,origens bio,emb. 150 gr,150.0,g,1,150.0,2.69,un,17.93,kg
10338,1,Produtos Frescos,Frutas,sementes linhaca dourada biologicas,continente bio,emb. 200 gr,200.0,g,1,200.0,1.09,un,5.45,kg
10339,1,Produtos Frescos,Frutas,amendoim frito sal,frusel,emb. 1 kg,1000.0,g,1,1000.0,4.99,un,4.99,kg
10348,1,Produtos Frescos,Frutas,pessego roer amarelo,continente,quant. mínima = 750 gr (3 un),250.0,g,3,750.0,4.49,kg,1.12,un
10349,1,Produtos Frescos,Frutas,salada manga melao meloa,continente,emb. 350 gr,350.0,g,1,350.0,3.99,un,11.4,kg
10350,1,Produtos Frescos,Frutas,miolo amendoa palitada,continente,emb. 200 gr,200.0,g,1,200.0,2.99,un,14.95,kg
10351,1,Produtos Frescos,Frutas,sementes chia,continente,emb. 200 gr,200.0,g,1,200.0,1.99,un,9.95,kg
10360,1,Produtos Frescos,Frutas,maca verde desidratada,fruut,emb. 60 gr,60.0,g,1,60.0,1.99,un,33.17,kg
10367,1,Produtos Frescos,Legumes,batata branca biologica,continente bio,emb. 2 kg,2000.0,g,1,2000.0,3.99,un,2.0,kg
10372,1,Produtos Frescos,Legumes,azeitona mista retalhada,continente,emb. 210 gr,210.0,g,1,210.0,2.29,un,10.9,kg
10377,1,Produtos Frescos,Legumes,couve portuguesa penca,continente,quant. mínima = 930 gr,930.0,g,1,930.0,1.89,kg,1.76,un
10380,1,Produtos Frescos,Legumes,mini pepino biologico,continente bio,emb. 250 gr,250.0,g,1,250.0,2.39,un,9.56,kg
10381,1,Produtos Frescos,Legumes,preparado sopa agriao,els,emb. 500 gr,500.0,g,1,500.0,2.29,un,4.58,kg
10382,1,Produtos Frescos,Legumes,cebola roxa biologica,continente bio,emb. 500 gr,500.0,g,1,500.0,2.19,un,4.38,kg
10383,1,Produtos Frescos,Legumes,azeitona galega,maçarico,emb. 150 gr,150.0,g,1,150.0,2.49,un,16.6,kg
10388,1,Produtos Frescos,Legumes,tomate rosa,continente,quant. mínima = 500 gr (1 un),500.0,g,1,500.0,3.99,kg,2.0,un
10389,1,Produtos Frescos,Legumes,rabanete,continente,emb. 200 gr,200.0,g,1,200.0,1.99,un,9.95,kg
10395,1,Produtos Frescos,Legumes,gengibre biologico fresco,continente bio,emb. 300 gr,300.0,g,1,300.0,2.29,un,7.63,kg
10397,1,Produtos Frescos,Legumes,cebola roxa,continente,emb. 1 kg,1000.0,g,1,1000.0,2.39,un,2.39,kg
10402,1,Produtos Frescos,Talho,entrecosto porco grelhar,continente,emb. 1 kg (aprox.),1000.0,g,1,1000.0,6.29,kg,6.29,un
10404,1,Produtos Frescos,Talho,bifinhos cachaco porco finissimos,continente,emb. 250 gr,250.0,g,1,250.0,1.99,un,7.96,kg
10412,1,Produtos Frescos,Talho,canjinha galinha,continente,emb. 850 gr (aprox.),850.0,g,1,850.0,3.69,kg,3.14,un
10416,1,Produtos Frescos,Talho,preguinho vitela branca,ekro,emb. 280 gr (aprox.),280.0,g,1,280.0,19.99,kg,5.6,un
10423,1,Produtos Frescos,Talho,lombinho porco preto,miguel & miguel,emb. 250 gr,250.0,g,1,250.0,5.49,un,21.96,kg
10424,1,Produtos Frescos,Talho,maozinhas coelho,intercoelho,emb. 400 gr (aprox.),400.0,g,1,400.0,13.79,kg,5.52,un
10429,1,Produtos Frescos,Talho,posta bovino,angus,emb. 250 gr,250.0,g,1,250.0,4.99,un,19.96,kg
10430,1,Produtos Frescos,Talho,frango campo miudos,continente seleção,"emb. 2,4 kg (aprox.)",2400.0,g,1,2400.0,4.99,kg,11.98,un
10441,1,Produtos Frescos,Queijos,queijo flamengo lactose,terra nostra,emb. 180 gr,180.0,g,1,180.0,2.79,un,15.5,kg
10446,1,Produtos Frescos,Queijos,queijo parmigiano lascas,soloitalia,emb. 80 gr,80.0,g,1,80.0,2.69,un,33.63,kg
10447,1,Produtos Frescos,Queijos,queijo fresco gordo,continente,emb. 200 gr,200.0,g,1,200.0,1.15,un,5.75,kg
10448,1,Produtos Frescos,Queijos,queijo ilha meses cura,são jorge,emb. 400 gr,400.0,g,1,400.0,7.65,un,19.13,kg
10451,1,Produtos Frescos,Queijos,queijo,caprice des dieux,emb. 200 gr,200.0,g,1,200.0,5.39,un,26.95,kg
10457,1,Produtos Frescos,Queijos,queijo mozzarella,mr. cheese,emb. 150 gr,150.0,g,1,150.0,1.99,un,13.27,kg
10460,1,Produtos Frescos,Queijos,queijo cheddar,mr. cheese,emb. 150 gr,150.0,g,1,150.0,2.39,un,15.93,kg
10474,1,Produtos Frescos,Charcutaria,fiambre peito frango,continente,emb. 300 gr,300.0,g,1,300.0,3.49,un,11.63,kg
10476,1,Produtos Frescos,Charcutaria,chourico,elpozo,emb. 70 gr,70.0,g,1,70.0,2.49,un,35.57,kg
10478,1,Produtos Frescos,Charcutaria,farinheira serrana,fumeiro da serra da estrela,emb. 200 gr,200.0,g,1,200.0,1.99,un,9.95,kg
10481,1,Produtos Frescos,Charcutaria,farinheira lamego,continente,emb. 200 gr,200.0,g,1,200.0,1.69,un,8.45,kg
10486,1,Produtos Frescos,Charcutaria,fiambre pa classicas,nobre,emb. 120 gr,120.0,g,1,120.0,1.79,un,14.92,kg
10488,1,Produtos Frescos,Charcutaria,presunto daniele meses cura,levoni,emb. 70 gr,70.0,g,1,70.0,5.79,un,82.71,kg
10496,1,Produtos Frescos,Charcutaria,farinheira porco preto,segredos de barrancos,emb. 180 gr,180.0,g,1,180.0,2.69,un,14.94,kg
10503,1,Produtos Frescos,Charcutaria,presunto iberico,elpozo,emb. 60 gr,60.0,g,1,60.0,4.99,un,83.17,kg
10508,1,Produtos Frescos,Take-Away,salada abacaxi melao melancia,continente,emb. 350 gr,350.0,g,1,350.0,3.99,un,11.4,kg
10509,1,Produtos Frescos,Take-Away,lasanha ricotta espinafres,continente,emb. 400 gr,400.0,g,1,400.0,2.49,un,6.23,kg
10512,1,Produtos Frescos,Take-Away,lasanha ricotta espinafres,rana,emb. 350 gr,350.0,g,1,350.0,3.99,un,11.4,kg
10516,1,Produtos Frescos,Take-Away,tofu fumado,joya,emb. 200 gr,200.0,g,1,200.0,2.99,un,14.95,kg
10526,1,Produtos Frescos,Take-Away,salada russa,cozinha continente,emb. 300 gr,300.0,g,1,300.0,3.29,un,10.97,kg
10527,1,Produtos Frescos,Take-Away,tortelloni fresco queijo,continente,emb. 250 gr,250.0,g,1,250.0,1.79,un,7.16,kg
10529,1,Produtos Frescos,Take-Away,hamburguer porco queijo,continente,emb. 250 gr (2 un),125.0,g,2,250.0,2.49,un,9.96,kg
10532,1,Produtos Frescos,Take-Away,humus tremoco tomate seco,tarwi,emb. 160 gr,160.0,g,1,160.0,2.95,un,18.44,kg
10533,1,Produtos Frescos,Take-Away,girasoli fresco cogumelos queijo mascarpone,continente seleção,emb. 250 gr,250.0,g,1,250.0,2.49,un,9.96,kg
10537,1,Produtos Frescos,Take-Away,bras pessoas,cozinha continente,emb. 750 gr,750.0,g,1,750.0,8.24,un,10.99,kg
10547,1,Produtos Frescos,Padaria e Pastelaria,tostas rusticas integrais,brioche pasquier,2 un x 120 gr (240 gr),2.0,un,1,2.0,2.39,un,9.96,kg
10551,1,Produtos Frescos,Padaria e Pastelaria,tostas trigo,continente,2 un x 112.5 gr (225 gr),2.0,un,1,2.0,0.99,un,4.4,kg
10553,1,Produtos Frescos,Padaria e Pastelaria,bretzel amendoa,continente,1 un,1.0,un,1,1.0,1.0,un,6.71,kg
10557,1,Produtos Frescos,Padaria e Pastelaria,pao forma brioche,continente,emb. 400 gr,400.0,g,1,400.0,2.49,un,6.23,kg
10564,1,Produtos Frescos,Padaria e Pastelaria,tostas trigo integrais,continente equilíbrio,2 un x 112.5 (225 gr),2.0,un,1,2.0,0.99,un,4.4,kg
10571,1,Produtos Frescos,Padaria e Pastelaria,massa folhada,continente,emb. 230 gr,230.0,g,1,230.0,1.49,un,6.48,kg
10574,1,Produtos Frescos,Padaria e Pastelaria,tarte amendoa,continente,emb. 1 un,1.0,un,1,1.0,1.19,un,11.9,kg
10579,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",leite gordo manha levissima lactose,parmalat,emb. 3 x 200 ml,200.0,ml,3,600.0,1.3,un,2.17,lt
10580,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",leite proteina baunilha,yopro danone,emb. 250 ml,250.0,ml,1,250.0,1.49,un,5.96,lt
10586,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",leite po 12m,molico,emb. 380 gr,380.0,g,1,380.0,6.69,un,17.61,kg
10587,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",leite transicao liquido optipro 6m,Nan Brand,emb. 4 x 500 ml,500.0,ml,4,2000.0,12.19,un,6.1,lt
10591,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",doubleshot espresso,starbucks,emb. 200 ml,200.0,ml,1,200.0,1.99,un,9.95,lt
10595,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",leite po lactentes pro alfa ate 6m,nutribén,emb. 800 gr,800.0,g,1,800.0,17.94,un,22.43,kg
10599,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",leite proteina cacau lactose,lindahls,emb. 250 ml,250.0,ml,1,250.0,1.59,un,6.36,lt
10601,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",leite liquido optipro lactentes desde nascimento ate 6m,Nan Brand,emb. 200 ml,200.0,ml,1,200.0,1.99,un,9.95,lt
10604,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",double espresso go chill,delta,emb. 230 ml,230.0,ml,1,230.0,1.19,un,5.17,lt
10605,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",leite po crescimento pro 12m,nutribén,emb. 800 gr,800.0,g,1,800.0,15.87,un,19.84,kg
10607,1,Laticínios Ovos e Natas,Iogurtes,creme baunilha,danet danone,emb. 500 gr (4 un),125.0,g,4,500.0,1.97,un,3.94,kg
10611,1,Laticínios Ovos e Natas,Iogurtes,yofu soja morango estilo skyr,alpro,emb. 400 gr,400.0,g,1,400.0,2.54,un,6.35,kg
10616,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",bebida lactea sabor cereais junior 3a,nestlé junior,emb. 1 lt,1000.0,ml,1,1000.0,2.99,un,2.99,lt
10617,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",foodie chocolate,ehrmann,emb. 400 ml,400.0,ml,1,400.0,4.85,un,12.13,lt
10618,1,Laticínios Ovos e Natas,"Leite, Ovos e Natas",foodie pistacio,ehrmann,emb. 400 ml,400.0,ml,1,400.0,4.85,un,12.13,lt
10623,1,Laticínios Ovos e Natas,Iogurtes,iogurte bifidus pedacos chia amendoa,activia danone,emb. 480 gr (4 un),120.0,g,4,480.0,2.39,un,5.2,kg
10625,1,Laticínios Ovos e Natas,Iogurtes,iogurte liquido melao melancia,continente,emb. 640 gr (4 un),160.0,g,4,640.0,1.35,un,2.11,kg
10638,1,Laticínios Ovos e Natas,Iogurtes,queijinho morango baunilha suissinho duo infantil,yoco,emb. 360 gr (4 un),90.0,g,4,360.0,2.39,un,6.64,kg
10646,1,Laticínios Ovos e Natas,Iogurtes,iogurte natural,andechser,emb. 500 gr,500.0,g,1,500.0,2.37,un,4.74,kg
10651,1,Congelados,Gelados,gelado pushpop,continente,emb. 4 un,1.0,un,1,1.0,1.49,un,4.66,lt
10652,1,Congelados,Gelados,gelado cookies cream,continente,emb. 4 un,1.0,un,1,1.0,2.69,un,6.73,lt
10654,1,Congelados,Gelados,gelado magnifico chocolate branco arroz tufado morango,continente,emb. 720 ml (6 un),120.0,ml,6,720.0,3.59,un,4.99,lt
10660,1,Congelados,Gelados,gelado chocolate brownie,continente,emb. 950 ml,950.0,ml,1,950.0,2.79,un,2.94,lt
10661,1,Congelados,Gelados,gelado rei leao,olá,emb. 240 ml (4 un),60.0,ml,4,240.0,2.99,un,12.46,lt
10666,1,Congelados,Gelados,gelado mini magnificos biscoito speculoos,continente,emb. 6 un,1.0,un,1,1.0,2.99,un,8.31,lt
10667,1,Congelados,Gelados,gelado bomboniera,magnum,emb. 1680 ml (12 un),140.0,ml,12,1680.0,4.19,un,29.93,lt
10669,1,Congelados,Gelados,gelado euphoria limao framboesa,magnum,emb. 440 ml,440.0,ml,1,440.0,4.19,un,9.52,lt
10670,1,Congelados,Gelados,gelado chocolate cafe pepitas chocolate vegan gluten,pink albatross,emb. 480 ml,480.0,ml,1,480.0,7.39,un,15.4,lt
10674,1,Congelados,Gelados,gelado double chocolate vegan gluten,pink albatross,emb. 480 ml,480.0,ml,1,480.0,7.39,un,15.4,lt
