id,storeId,category,sub_category,name,brand,quantity,quantity_value,quantity_unit,quantity_items,quantity_total,primaryPrice,primaryPriceUnit,secondaryPrice,secondaryPriceUnit
20825,1,Laticínios Ovos e Natas,Iogurtes,iogurte duplomix choco cereais infantil,continente,emb. 128 gr,128.0,g,1,128.0,0.58,un,4.53,kg
20826,1,Laticínios Ovos e Natas,Iogurtes,yofu coco caramelo salgado,alpro,emb. 340 gr,340.0,g,1,340.0,2.79,un,8.21,kg
20828,1,Laticínios Ovos e Natas,Iogurtes,iogurte kefir natural,nestlé,emb. 150 gr,150.0,g,1,150.0,1.09,un,7.27,kg
20834,1,Laticínios Ovos e Natas,Iogurtes,iogurte natural stevia,pastoret,emb. 500 gr,500.0,g,1,500.0,2.89,un,5.78,kg
20835,1,Laticínios Ovos e Natas,Iogurtes,mousse proteina baunilha,ehrmann,emb. 200 gr,200.0,g,1,200.0,1.69,un,8.45,kg
20838,1,Laticínios Ovos e Natas,Iogurtes,iogurte natural lactose,berchtesgadener land,emb. 150 gr,150.0,g,1,150.0,1.15,un,7.67,kg
20842,1,Produtos Frescos,Queijos,queijo vaca,castelões,"quant. mínima = 1,17 kg (aprox.)",1170.0,g,1,1170.0,13.49,kg,15.78,un
20843,1,Laticínios Ovos e Natas,Iogurtes,iogurte bebe frutas variadas meses,nestlé,emb. 400 gr (4 un),100.0,g,4,400.0,1.99,un,4.97,kg
20844,1,Laticínios Ovos e Natas,Iogurtes,iogurte liquido speculoos,continente,emb. 640 gr (4 un),160.0,g,4,640.0,1.35,un,2.11,kg
20856,1,Laticínios Ovos e Natas,Iogurtes,iogurte natural,pur natur,emb. 150 gr,150.0,g,1,150.0,1.42,un,9.47,kg
20864,1,Laticínios Ovos e Natas,Iogurtes,iogurte liquido morango,continente,emb. 1280 (8 un),1.0,un,1,1.0,2.49,un,1.95,kg
20866,1,Laticínios Ovos e Natas,Iogurtes,iogurte liquido proteina chocolate lactose,ehrmann,emb. 250 ml,250.0,ml,1,250.0,1.79,un,7.16,lt
20872,1,Produtos Frescos,Queijos,queijo ovelha amanteigado,pastor serrano,emb. 500 gr (aprox.),500.0,g,1,500.0,11.99,un,23.98,kg
20874,1,Laticínios Ovos e Natas,Iogurtes,iogurte liquido proteina banana lactose,ehrmann,emb. 250 ml,250.0,ml,1,250.0,1.79,un,7.16,lt
20875,1,Laticínios Ovos e Natas,Iogurtes,iogurte liquido stracciatella,danup danone,emb. 620 gr (4 un),155.0,g,4,620.0,1.99,un,3.21,kg
20876,1,Laticínios Ovos e Natas,Iogurtes,sobremesa soja baunilha,continente,emb. 400 gr (4 un),100.0,g,4,400.0,1.69,un,4.23,un
20882,1,Produtos Frescos,Queijos,queijo vaca ilha graciosa meses cura balcao,milhafre,quant. mínima = 400 gr,400.0,g,1,400.0,15.29,kg,6.12,un
20894,1,Produtos Frescos,Queijos,conjunto queijo vaca ovelha sabores,serras de penela,3 un x 90 gr (270 gr),3.0,un,1,3.0,4.19,un,15.52,kg
20895,1,Produtos Frescos,Queijos,queijo gorgonzola piccante,arrigoni,emb. 200 gr,200.0,g,1,200.0,4.59,un,22.95,kg
20897,1,Mercearia,"Chocolate, Gomas e Rebuçados",tablete chocolate negro cacau,continente,emb. 100 gr,100.0,g,1,100.0,1.99,un,19.9,kg
20899,1,Mercearia,"Chocolate, Gomas e Rebuçados",gomas ositos oro,haribo,emb. 100 gr,100.0,g,1,100.0,1.39,un,13.9,un
20903,1,Produtos Frescos,Queijos,queijo azeitao,santiago,emb. 250 gr (aprox.),250.0,g,1,250.0,8.99,un,35.96,kg
20904,1,Produtos Frescos,Queijos,queijo leite bufala,continente seleção,emb. 150 gr,150.0,g,1,150.0,4.99,un,33.27,kg
20906,1,Produtos Frescos,Queijos,queijo coulommiers,président,emb. 350 gr,350.0,g,1,350.0,5.09,un,14.54,kg
20917,1,Mercearia,"Chocolate, Gomas e Rebuçados",tablete chocolate cheesecake morango,milka,emb. 300 gr,300.0,g,1,300.0,4.49,un,14.97,kg
20918,1,Mercearia,"Chocolate, Gomas e Rebuçados",tablete chocolate negro cacau,cemoi,emb. 100 gr,100.0,g,1,100.0,2.69,un,26.9,kg
20929,1,Mercearia,"Chocolate, Gomas e Rebuçados",caramelos,werther's,emb. 50 gr,50.0,g,1,50.0,1.24,un,24.8,kg
20933,1,Bebidas e Garrafeira,Sumos e Refrigerantes,refrigerante gas limao,sprite,"emb. 1,5 lt",1500.0,ml,1,1500.0,1.39,un,0.93,lt
20941,1,Bebidas e Garrafeira,Sumos e Refrigerantes,sumo laranja cenoura beterraba maca limao,go natural,emb. 25 cl,250.0,ml,1,250.0,1.69,un,6.76,lt
20943,1,Bebidas e Garrafeira,Sumos e Refrigerantes,sumo maca pepino espinafres aipo limao gengibre,go natural,emb. 25 cl,250.0,ml,1,250.0,1.69,un,6.76,lt
20954,1,Bebidas e Garrafeira,Sumos e Refrigerantes,refrigerante gas limao,schweppes,emb. 1 lt,1000.0,ml,1,1000.0,1.05,un,1.05,lt
20955,1,Bebidas e Garrafeira,Sumos e Refrigerantes,sumo morango,compal fresco,emb. 25 cl,250.0,ml,1,250.0,1.79,un,7.16,lt
20956,1,Bebidas e Garrafeira,Sumos e Refrigerantes,bebida kombucha framboesa,lipton,emb. 33 cl,330.0,ml,1,330.0,1.49,un,4.52,lt
20967,1,Mercearia,Conservas,azeitona galega,continente,emb. 210 gr,210.0,g,1,210.0,2.89,un,13.76,kg
20972,1,Mercearia,Conservas,pate caranguejo,la piara,emb. 170 gr (peso escorrido 170 gr),170.0,g,1,170.0,3.39,un,19.94,kg
20973,1,Mercearia,Conservas,atum posta oleo vegetal,continente,emb. 650 gr,650.0,g,1,650.0,6.49,un,9.98,kg
20975,1,Mercearia,Conservas,couve branca,monolith,emb. 840 gr (peso escorrido 420 gr),420.0,g,1,420.0,3.29,un,7.83,kg
20976,1,Mercearia,Conservas,almondegas,nobre,emb. 500 gr (peso escorrido 420 gr),420.0,g,1,420.0,3.99,un,9.5,kg
20981,1,Mercearia,Conservas,azeitona verde hojiblanca alho oregaos biologica,campomar,emb. 200 gr,200.0,g,1,200.0,2.39,un,11.95,kg
20990,1,Mercearia,Conservas,rebentos feijao mungo gluten,bonduelle,emb. 3 x 200 gr (peso escorrido 3 x 90 gr),200.0,g,3,600.0,3.24,un,12.0,kg
20994,1,Mercearia,Conservas,polpa maracuja,continente,emb. 565 gr,565.0,g,1,565.0,3.29,un,5.82,kg
20997,1,Mercearia,Conservas,favas cozidas,compal da horta,emb. 410 gr (peso escorrido 234 gr),234.0,g,1,234.0,1.89,un,8.08,kg
21004,1,Mercearia,"Batata Frita, Snacks e Puré",snack chocolate manteiga amendoim minis,reeses,emb. 90 gr,90.0,g,1,90.0,2.59,un,28.78,kg
21008,1,Mercearia,"Batata Frita, Snacks e Puré",batata frita ondulada sabor presunto,ruffles,emb. 275 gr,275.0,g,1,275.0,2.29,un,8.33,kg
21012,1,Mercearia,"Batata Frita, Snacks e Puré",snacks milho flaminhot,doritos,emb. 75 gr,75.0,g,1,75.0,1.19,un,15.87,kg
21015,1,Mercearia,"Arroz, Massa e Farinha",feijao carioca,santiago,emb. 1 kg,1000.0,g,1,1000.0,2.65,un,2.65,kg
21017,1,Mercearia,"Batata Frita, Snacks e Puré",barra proteica amendoas caramelizadas sal marinho,be-kind,emb. 40 gr,40.0,g,1,40.0,1.59,un,39.75,kg
21019,1,Mercearia,"Batata Frita, Snacks e Puré",coco desidratado cacau sal marinho,continente,emb. 20 gr,20.0,g,1,20.0,0.99,un,33.0,kg
21024,1,Mercearia,"Arroz, Massa e Farinha",tapioca hidratada gluten,mani,emb. 500 gr,500.0,g,1,500.0,3.99,un,7.98,kg
21025,1,Mercearia,"Batata Frita, Snacks e Puré",batata frita lisa sabor camponesas,lay's,emb. 250 gr,250.0,g,1,250.0,2.09,un,8.36,kg
21026,1,Mercearia,"Batata Frita, Snacks e Puré",snack chocolate manteiga amendoim,reeses,emb. 42 gr,42.0,g,1,42.0,1.39,un,33.1,kg
21027,1,Mercearia,"Batata Frita, Snacks e Puré",sementes linhaca dourada,cem porcento,emb. 250 gr,250.0,g,1,250.0,1.49,un,5.96,kg
21030,1,Mercearia,"Arroz, Massa e Farinha",noodles yakisoba classic,maggi,emb. 120 gr,120.0,g,1,120.0,2.39,un,19.92,kg
21031,1,Mercearia,"Arroz, Massa e Farinha",massa esparguete quadri,la molisana,emb. 500 gr,500.0,g,1,500.0,2.16,un,4.32,kg
21035,1,Mercearia,"Batata Frita, Snacks e Puré",amendoim frito piripiri,frutorra,emb. 150 gr,150.0,g,1,150.0,1.19,un,7.93,kg
21036,1,Mercearia,"Batata Frita, Snacks e Puré",snacks tortilha chips sabor queijo,old el paso,emb. 185 gr,185.0,g,1,185.0,3.19,un,17.24,kg
21040,1,Mercearia,"Batata Frita, Snacks e Puré",snack bits barbecue,doritos,emb. 85 gr,85.0,g,1,85.0,1.2,un,14.12,kg
21041,1,Mercearia,"Batata Frita, Snacks e Puré",snack chocolate leite chunky,kit kat,emb. 160 gr (4 un),40.0,g,4,160.0,3.99,un,24.94,kg
21045,1,Mercearia,"Arroz, Massa e Farinha",farinha culinaria gluten,nacional,emb. 500 gr,500.0,g,1,500.0,2.27,un,4.54,kg
21050,1,Mercearia,"Batata Frita, Snacks e Puré",barras cereais frutos vermelhos linha,nacional,emb. 138 gr (6 un),23.0,g,6,138.0,2.25,un,16.3,kg
21052,1,Mercearia,"Arroz, Massa e Farinha",farinha arroz,espiga,emb. 500 gr,500.0,g,1,500.0,1.32,un,2.64,kg
21056,1,Mercearia,"Arroz, Massa e Farinha",kimilho flocao,ferbar,emb. 400 gr,400.0,g,1,400.0,2.09,un,5.23,kg
21057,1,Mercearia,"Batata Frita, Snacks e Puré",barra chocolate negro manteiga amendoim gluten,be-kind,emb. 40 gr,40.0,g,1,40.0,1.59,un,39.75,kg
21073,1,Mercearia,"Arroz, Massa e Farinha",noodles saucy teriyaki cup,maggi,emb. 75 gr,75.0,g,1,75.0,1.79,un,23.87,kg
21077,1,Bio Eco e Saudável,Vegetariano e Vegan,farinha arroz,continente bio,emb. 500 gr,500.0,g,1,500.0,2.29,un,4.58,kg
21078,1,Bio Eco e Saudável,Vegetariano e Vegan,farinha aveia gluten,seara,emb. 250 gr,250.0,g,1,250.0,1.98,un,7.92,kg
21082,1,Bio Eco e Saudável,Vegetariano e Vegan,trigo puff expandido,seara,emb. 150 gr,150.0,g,1,150.0,2.38,un,15.87,kg
21084,1,Bio Eco e Saudável,Vegetariano e Vegan,dalba biologico douro vinho branco,castello d'alba,garrafa 75 cl,750.0,ml,1,750.0,7.99,un,10.65,lt
21085,1,Bio Eco e Saudável,Vegetariano e Vegan,filete atum azeite biologico,minerva,emb. 120 gr (peso escorrido 78 gr),78.0,g,1,78.0,3.48,un,44.62,kg
21091,1,Bio Eco e Saudável,Vegetariano e Vegan,massa fusilli milho gluten,dalla costa,emb. 250 gr,250.0,g,1,250.0,2.59,un,10.36,kg
21097,1,Bio Eco e Saudável,Vegetariano e Vegan,saqueta aveia framboesas desidratadas gluten,yonest,emb. 10 gr,10.0,g,1,10.0,0.69,un,69.0,kg
21098,1,Bio Eco e Saudável,Vegetariano e Vegan,massa fusilli,buitoni,emb. 500 gr,500.0,g,1,500.0,2.29,un,4.58,kg
21099,1,Bio Eco e Saudável,Vegetariano e Vegan,pao sementes linhaca biologico,mestemacher,emb. 500 gr,500.0,g,1,500.0,2.81,un,5.62,kg
21100,1,Bio Eco e Saudável,Vegetariano e Vegan,farinha coco,salutem,emb. 200 gr,200.0,g,1,200.0,1.11,un,5.55,kg
21102,1,Bio Eco e Saudável,Vegetariano e Vegan,biologica,continente bio,emb. 250 gr,250.0,g,1,250.0,1.59,un,6.36,kg
21104,1,Bio Eco e Saudável,Vegetariano e Vegan,vinagre roma,cristal,emb. 250 ml,250.0,ml,1,250.0,2.26,un,9.04,lt
21108,1,Bio Eco e Saudável,Vegetariano e Vegan,xarope tamara,origens bio,emb. 250 gr,250.0,g,1,250.0,6.29,un,25.16,kg
21118,1,Bebidas e Garrafeira,Vinhos,doc douro vinho branco,ali jó,garrafa 75 cl,750.0,ml,1,750.0,1.99,un,2.65,lt
21130,1,Bebidas e Garrafeira,Vinhos,reserva doc palmela vinho branco,dona ermelinda,garrafa 75 cl,750.0,ml,1,750.0,7.85,un,10.47,lt
21144,1,Bio Eco e Saudável,Vegetariano e Vegan,barras cereais alperce ananas gluten,salutem,emb. 3 x 33 gr,33.0,g,3,99.0,2.24,un,2.26,kg
21145,1,Bebidas e Garrafeira,Vinhos,lagar reserva doc douro vinho tinto,burmester,garrafa 75 cl,750.0,ml,1,750.0,5.99,un,7.99,lt
21147,1,Bebidas e Garrafeira,Vinhos,reserva doc douro vinho branco,grainha,garrafa 75 cl,750.0,ml,1,750.0,15.99,un,21.32,lt
21154,1,Bio Eco e Saudável,Vegetariano e Vegan,gelado bohemian raspeberry vegan lactose,ben & jerry's,emb. 465 ml,465.0,ml,1,465.0,5.99,un,12.88,lt
21158,1,Bio Eco e Saudável,Vegetariano e Vegan,sabores mediterraneo,natura,emb. 250 gr,250.0,g,1,250.0,1.79,un,7.16,kg
21159,1,Bio Eco e Saudável,Vegetariano e Vegan,creme vegetal coco culinaria,mimosa,emb. 200 gr,200.0,g,1,200.0,1.54,un,7.7,lt
21160,1,Bio Eco e Saudável,Vegetariano e Vegan,gelado exotic maracuja vegan gluten,pink albatross,emb. 480 ml,480.0,ml,1,480.0,7.39,un,15.4,lt
21162,1,Bio Eco e Saudável,Vegetariano e Vegan,vegegurte manga,ave vege bakoma,emb. 150 gr,150.0,g,1,150.0,1.38,un,9.2,lt
21169,1,Bio Eco e Saudável,Vegetariano e Vegan,alheira vegan,veg in,emb. 200 gr,200.0,g,1,200.0,4.19,un,20.95,kg
21170,1,Bio Eco e Saudável,Vegetariano e Vegan,salada vegan,sun&vegs,emb. 190 gr,190.0,g,1,190.0,2.99,un,15.74,kg
21177,1,Bio Eco e Saudável,Vegetariano e Vegan,quinoa lentilhas estilo mexicano gluten,natura,emb. 250 gr,250.0,g,1,250.0,1.79,un,7.16,kg
21179,1,Bio Eco e Saudável,Vegetariano e Vegan,hamburguer cenoura algas,cem porcento,emb. 150 gr,150.0,g,1,150.0,3.49,un,21.81,kg
21181,1,Bio Eco e Saudável,Vegetariano e Vegan,bebida vegetal arroz acucar,joya,emb. 1 lt,1000.0,ml,1,1000.0,2.39,un,2.39,lt
21184,1,Bio Eco e Saudável,Sem Glúten,drageias chocolate leite amendoim gluten,conguitos,emb. 220 gr,220.0,g,1,220.0,4.49,un,20.41,kg
21193,1,Bio Eco e Saudável,Sem Glúten,mistura brownie gluten,shine,emb. 350 gr,350.0,g,1,350.0,6.99,un,19.97,kg
21199,1,Bio Eco e Saudável,Sem Glúten,farinhas gluten,bjorg,emb. 500 gr,500.0,g,1,500.0,4.68,un,9.36,kg
21200,1,Bio Eco e Saudável,Sem Glúten,curcuma latte gluten,shine,emb. 150 gr,150.0,g,1,150.0,3.99,un,26.6,kg
21207,1,Bio Eco e Saudável,Sem Glúten,mistura muffins pepitas chocolate banana gluten,shine,emb. 350 gr,350.0,g,1,350.0,6.99,un,19.97,kg
21209,1,Bio Eco e Saudável,Sem Glúten,snacks ervas finas gluten,natruly,emb. 70 gr,70.0,g,1,70.0,2.95,un,42.14,kg
21214,1,Bio Eco e Saudável,Sem Glúten,snacks queijo gluten,natruly,emb. 70 gr,70.0,g,1,70.0,2.95,un,42.14,kg
21216,1,Bio Eco e Saudável,Sem Glúten,crackies arroz sal gluten,caçarola,emb. 130 gr,130.0,g,1,130.0,1.69,un,13.0,kg
21222,1,Beleza e Higiene,Cuidados com o Corpo,bandas depilatorias cera fria expert facial pele sensivel,veet,emb. 16 un,1.0,un,1,1.0,5.94,un,0.37,un
21223,1,Beleza e Higiene,Cuidados com o Corpo,gel banho care relax,nivea,emb. 750 ml,750.0,ml,1,750.0,5.09,un,6.79,lt
21224,1,Beleza e Higiene,Cuidados com o Corpo,bandas depilatorias faciais cera fria pele sensivel,veet,emb. 16 un,1.0,un,1,1.0,3.02,un,0.19,un
21234,1,Beleza e Higiene,Cuidados com o Corpo,creme corpo gordo 72h hidratacao intensiva pele seca,vaseline,emb. 250 ml,250.0,ml,1,250.0,4.99,un,19.96,lt
21240,1,Beleza e Higiene,Cuidados com o Corpo,desodorizante roll on aluminio,dove,emb. 50 ml,50.0,ml,1,50.0,2.69,un,53.8,lt
21242,1,Beleza e Higiene,Cuidados com o Corpo,sabonete solido real,ach. brito,emb. 160 gr,160.0,g,1,160.0,2.0,un,12.5,kg
21246,1,Beleza e Higiene,Cuidados com o Corpo,desodorizante spray black white maximum protection,nivea,emb. 150 ml,150.0,ml,1,150.0,3.59,un,23.93,lt
21249,1,Beleza e Higiene,Cuidados com o Corpo,desodorizante roll on shirt,l'oréal paris,emb. 50 ml,50.0,ml,1,50.0,2.69,un,53.8,lt
21251,1,Beleza e Higiene,Cuidados com o Corpo,sabonete solido jasmim,mylabel,emb. 90 gr,90.0,g,1,90.0,0.89,un,0.89,un
21252,1,Beleza e Higiene,Cuidados com o Corpo,desodorizante rollon men invisible dry 72h,dove,emb. 50 ml,50.0,ml,1,50.0,2.75,un,55.0,lt
21256,1,Mercearia,"Molhos, Temperos e Sal",molho francesinha,dom duarte,emb. 500 gr,500.0,g,1,500.0,2.98,un,5.96,kg
21259,1,Mercearia,"Molhos, Temperos e Sal",caril madras frasco,margão,emb. 45 gr,45.0,g,1,45.0,2.89,un,64.22,kg
21260,1,Mercearia,"Molhos, Temperos e Sal",sal marinho tradicional,vatel,emb. 1 kg,1000.0,g,1,1000.0,1.09,un,1.09,kg
21261,1,Mercearia,"Molhos, Temperos e Sal",acafrao india saqueta,continente,emb. 45 gr,45.0,g,1,45.0,0.59,un,13.11,kg
21269,1,Mercearia,"Molhos, Temperos e Sal",mistura pimentas grao saqueta,continente,emb. 45 gr,45.0,g,1,45.0,0.99,un,22.0,kg
21279,1,Mercearia,"Molhos, Temperos e Sal",pimenta rosa gin,gin mix,emb. 20 gr,20.0,g,1,20.0,2.49,un,124.5,kg
21287,1,Mercearia,"Molhos, Temperos e Sal",molho vinagrete balsamico mel,continente,emb. 245 ml,245.0,ml,1,245.0,1.39,un,5.67,lt
21291,1,Mercearia,"Molhos, Temperos e Sal",molho sweet chili,blue dragon,emb. 190 ml,190.0,ml,1,190.0,4.29,un,22.58,lt
21295,1,Animais,Cão,snack cao maxi activefresh,purina dentalife,emb. 142 gr (4 un),35.5,g,4,142.0,2.24,un,15.77,kg
21301,1,Animais,Cão,racao cao junior mini,affinity ultima,emb. 800 gr,800.0,g,1,800.0,4.79,un,5.99,kg
21302,1,Animais,Cão,cama earthy bed laranja,agui,1,1.0,un,1,1.0,79.99,un,79.99,un
21307,1,Animais,Cão,cama dusk bed bege,agui,1,1.0,un,1,1.0,49.99,un,49.99,un
21309,1,Animais,Cão,dispensador racao inteligente,nedis smartlife,emb. 1 un,1.0,un,1,1.0,109.99,un,109.99,un
21310,1,Animais,Cão,colchao dusk cushion bege cm,agui,1,1.0,un,1,1.0,31.03,un,31.03,un
21311,1,Animais,Cão,cama earthy bed verde,agui,1,1.0,un,1,1.0,37.99,un,37.99,un
21315,1,Animais,Cão,cama earthy bed cinza,agui,1,1.0,un,1,1.0,62.99,un,62.99,un
21316,1,Animais,Cão,cinto seguranca carro cm,mimau,emb. 1 un,1.0,un,1,1.0,7.99,un,7.99,un
21317,1,Animais,Cão,igloo alois cinza 38x40x38cm,trixie,emb. 1 un,1.0,un,1,1.0,35.99,un,35.99,un
21318,1,Animais,Cão,casota cao ciccia cinza castanho,mp bergamo,emb. 1 un,1.0,un,1,1.0,199.99,un,199.99,un
21325,1,Animais,Cão,fonte malaga tulipano mocaccino,mp bergamo,emb. 1 un,1.0,un,1,1.0,32.99,un,32.99,un
21330,1,Limpeza,Limpeza,detergente maquina roupa liquido fresh,a+,70 doses,70.0,un,1,70.0,9.99,un,0.14,dose
21335,1,Limpeza,Limpeza,pomada calcado preta,búfalo,emb. 75 ml,75.0,ml,1,75.0,2.29,un,30.53,lt
21336,1,Limpeza,Limpeza,desinfetante roupa antiacaros,sanytol,emb. 300 ml,300.0,ml,1,300.0,4.99,un,16.63,lt
21348,1,Limpeza,Limpeza,limpa couros liquido,bella pelle,emb. 250 ml,250.0,ml,1,250.0,7.55,un,30.2,lt
21354,1,Limpeza,Limpeza,detergente maquina roupa liquido gel ativo,xau,89 doses,89.0,un,1,89.0,8.99,un,0.1,dose
21358,1,Limpeza,Limpeza,limpa camurcas esponja,continente,emb. 1 un,1.0,un,1,1.0,1.49,un,1.49,un
21359,1,Limpeza,Limpeza,amaciador roupa concentrado april fresh,lenor,86 doses,86.0,un,1,86.0,5.99,un,0.07,dose
21360,1,Limpeza,Limpeza,detergente maquina roupa capsulas ultimate higiene,skip,32 doses,32.0,un,1,32.0,8.99,un,0.28,dose
21365,1,Animais,Gato,racao gato senior esterilizado,affinity ultima,emb. 440 gr,440.0,g,1,440.0,3.59,un,8.16,kg
21367,1,Animais,Gato,racao gato adulto esterilizado vaca,purina one dual,"emb. 1,4 kg",1400.0,g,1,1400.0,13.29,un,9.49,kg
21370,1,Animais,Gato,transortadora gipsy porta metal,anivite,emb. 1 un,1.0,un,1,1.0,16.99,un,16.99,un
21376,1,Animais,Gato,caixa areia gato fechada cinza 45x35x32 cm,jomafe,emb. 1 un,1.0,un,1,1.0,15.49,un,15.49,un
21381,1,Animais,Gato,filtro fonte malaga,mp bergamo,emb. 1 un,1.0,un,1,1.0,9.99,un,9.99,un
21385,1,Animais,Gato,escova cao gato cardadeira,continente,emb. 1 un,1.0,un,1,1.0,4.79,un,4.79,un
21387,1,Animais,Gato,racao gato esterilizado oceano,harper&bone,"emb. 1,5 kg",1500.0,g,1,1500.0,10.5,un,7.0,kg
21388,1,Animais,Gato,comida humida gato adulto tasty cuts,lily's kitchen,emb. 8 x 85 gr,85.0,g,8,680.0,7.49,un,11.01,kg
21389,1,Produtos Frescos,Padaria e Pastelaria,torta doce ovo,da nossa pastelaria,emb. 550 gr,550.0,g,1,550.0,9.79,un,17.8,kg
21390,1,Produtos Frescos,Padaria e Pastelaria,broinhas ovos moles noz,massas vouga,emb. 250 gr,250.0,g,1,250.0,4.59,un,18.36,kg
21396,1,Animais,Gato,comida humida gato adulto pedacos molho vaca peru,continente,emb. 3 x 100 gr,100.0,g,3,300.0,1.75,un,5.87,kg
21399,1,Animais,Gato,racao gato esterilizado bolas,affinity ultima,emb. 440 gr,440.0,g,1,440.0,3.59,un,8.16,kg
21404,1,Produtos Frescos,Padaria e Pastelaria,mousse chocolate,da nossa pastelaria,emb. 350 gr,350.0,g,1,350.0,4.89,un,17.46,kg
21409,1,Produtos Frescos,Padaria e Pastelaria,strawberry sprinkle,dunkin,emb. 2 un,1.0,un,1,1.0,2.89,un,37.53,kg
21411,1,Animais,Gato,tesoura unhas gato,continente,emb. 1 un,1.0,un,1,1.0,3.99,un,3.99,un
21415,1,Animais,Gato,snack gato liquid vaca,vitakraft,emb. 90 gr,90.0,g,1,90.0,3.99,un,44.33,kg
21420,1,Produtos Frescos,Padaria e Pastelaria,bolo avo marmore gluten,museu do pão,emb. 400 gr,400.0,g,1,400.0,6.99,un,17.48,kg
21421,1,Produtos Frescos,Padaria e Pastelaria,brioche kids,realbolo,emb. 210 gr (6 un),35.0,g,6,210.0,2.49,un,11.86,kg
21423,1,Produtos Frescos,Padaria e Pastelaria,tarte brigadeiro,da nossa pastelaria,emb. 400 gr,400.0,g,1,400.0,3.59,un,8.97,kg
21433,1,Produtos Frescos,Padaria e Pastelaria,bolo bombom chocolate,san martín,emb. 700 gr,700.0,g,1,700.0,11.29,un,16.13,kg
21436,1,Bebidas e Garrafeira,Outras Bebidas,gin,13,garrafa 70 cl,700.0,ml,1,700.0,27.79,un,39.7,lt
21438,1,Bebidas e Garrafeira,Outras Bebidas,whisky the sherry,famous grouse,garrafa 70 cl,700.0,ml,1,700.0,19.28,un,27.54,lt
21443,1,Bebidas e Garrafeira,Outras Bebidas,laurinius gin,sharish,garrafa 50 cl,500.0,ml,1,500.0,44.0,un,88.0,lt
21444,1,Bebidas e Garrafeira,Outras Bebidas,gin,brockmans,garrafa 70 cl,700.0,ml,1,700.0,39.9,un,57.0,lt
21446,1,Bebidas e Garrafeira,Outras Bebidas,grappa picolit reserva anos,nonino,garrafa 70 cl,700.0,ml,1,700.0,812.0,un,1160.0,lt
21449,1,Bebidas e Garrafeira,Outras Bebidas,vodka,ultimat,garrafa 70 cl,700.0,ml,1,700.0,31.6,un,45.14,lt
21451,1,Bebidas e Garrafeira,Outras Bebidas,rum amarelo meses,william hinton,garrafa 70 cl,700.0,ml,1,700.0,23.49,un,33.56,lt
21453,1,Bebidas e Garrafeira,Outras Bebidas,tequila blanco,corralejo,garrafa 70 cl,700.0,ml,1,700.0,39.5,un,56.43,lt
21454,1,Bebidas e Garrafeira,Outras Bebidas,licor whisky,southern confort,garrafa 70 cl,700.0,ml,1,700.0,21.59,un,30.84,lt
21457,1,Bebidas e Garrafeira,Outras Bebidas,whisky tailored,nikka,garrafa 70 cl,700.0,ml,1,700.0,139.0,un,198.57,lt
21458,1,Bebidas e Garrafeira,Outras Bebidas,rum anos single cask,william hinton,garrafa 70 cl,700.0,ml,1,700.0,110.0,un,157.14,lt
21464,1,Bebidas e Garrafeira,Outras Bebidas,rum overproof,plantation,garrafa 70 cl,700.0,ml,1,700.0,44.1,un,63.0,lt
21466,1,Bebidas e Garrafeira,Outras Bebidas,rum gold,neto costa,garrafa 70 cl,700.0,ml,1,700.0,19.09,un,27.27,lt
21478,1,Beleza e Higiene,Cuidados com o Corpo,champo nutriplex liso sedoso,pantene,emb. 225 ml,225.0,ml,1,225.0,3.19,un,14.18,lt
21479,1,Beleza e Higiene,Cuidados com o Corpo,champo anticaspa antiqueda,linic,emb. 225 ml,225.0,ml,1,225.0,3.32,un,14.76,lt
21484,1,Beleza e Higiene,Cuidados com o Corpo,champo men strong power,nivea,emb. 250 ml,250.0,ml,1,250.0,2.69,un,10.76,lt
21489,1,Beleza e Higiene,Cuidados com o Corpo,coloracao permanente intensive claro,palette,emb. 1 un,1.0,un,1,1.0,4.91,un,4.91,un
21490,1,Beleza e Higiene,Cuidados com o Corpo,coloracao permanente intensive castanho escuro,palette,emb. 1 un,1.0,un,1,1.0,3.59,un,3.59,un
21492,1,Beleza e Higiene,Cuidados com o Corpo,tratamento cabelo intensivo minute wow repair,tresemmé,emb. 170 ml,170.0,ml,1,170.0,4.79,un,28.18,lt
21495,1,Beleza e Higiene,Cuidados com o Corpo,coloracao permanente intensive vermelho rubi,palette,emb. 1 un,1.0,un,1,1.0,4.91,un,4.91,un
21496,1,Beleza e Higiene,Cuidados com o Corpo,condicionador volume laranja,herbal essences,emb. 250 ml,250.0,ml,1,250.0,3.99,un,15.96,lt
21499,1,Beleza e Higiene,Cuidados com o Corpo,coloracao permanente castanho claro,koleston,emb. 1 un,1.0,un,1,1.0,4.99,un,4.99,un
21510,1,Beleza e Higiene,Cuidados com o Corpo,base super stay tint,maybelline new york,emb. 30 ml,30.0,ml,1,30.0,14.99,un,14.99,un
21512,1,Beleza e Higiene,Cuidados com o Corpo,sombra olhos galactic bronze,mylabel,emb. 1 un,1.0,un,1,1.0,4.99,un,4.99,un
21513,1,Beleza e Higiene,Cuidados com o Corpo,sombra olhos galactic azul escuro,mylabel,emb. 1 un,1.0,un,1,1.0,4.99,un,4.99,un
21516,1,Beleza e Higiene,Cuidados com o Corpo,base rosto photo focus soft beige,wet n wild,emb. 1 un,1.0,un,1,1.0,7.49,un,7.49,un
